name,guid,unknown
ItemID.HeroItem.BowGuy_SG_Feet,2705,0
ItemID.HeroItem.BowGuy_SG_Hands,2706,0
ItemID.HeroItem.BowGuy_SG_Head,2707,0
ItemID.HeroItem.BowGuy_SG_Ring,2708,0
ItemID.HeroItem.BowGuy_SG_Wrists,2709,0
ItemID.HeroItem.BowGuy_UM_Back,2710,0
ItemID.HeroItem.BowGuy_UM_Chest,2711,0
ItemID.HeroItem.BowGuy_UM_Feet,2712,0
ItemID.HeroItem.BowGuy_UM_Legs,2713,0
ItemID.HeroItem.BowGuy_UM_Ring,2714,0
ItemID.HeroItem.BowGuy_UM_Shoulders,2715,0
ItemID.HeroItem.Bowguy_VVA_Back,2716,0
ItemID.HeroItem.Bowguy_VVA_Chest,2717,0
ItemID.HeroItem.Bowguy_VVA_Feet,2718,0
ItemID.HeroItem.Bowguy_VVA_Hands,2719,0
ItemID.HeroItem.Bowguy_VVA_Head,2720,0
ItemID.HeroItem.Bowguy_VVA_Legs,2721,0
ItemID.HeroItem.Bowguy_VVA_Necklace,2722,0
ItemID.HeroItem.Bowguy_VVA_Ring,2723,0
ItemID.HeroItem.Bowguy_VVA_Shoulders,2724,0
ItemID.HeroItem.Bowguy_VVA_Wrists,2725,0
ItemID.HeroItem.ChestFiremageDefault_1,2726,0
ItemID.HeroItem.ChestInkDefault_1,2727,0
ItemID.HeroItem.ChestMosseDefault_1,2728,0
ItemID.HeroItem.ChestVigorDefault_1,2729,0
ItemID.HeroItem.ChestWarmasterDefault_1,2730,0
ItemID.HeroItem.FeetFiremageDefault_1,2731,0
ItemID.HeroItem.FeetInkDefault_1,2732,0
ItemID.HeroItem.FeetMosseDefault_1,2733,0
ItemID.HeroItem.FeetVigorDefault_1,2734,0
ItemID.HeroItem.FeetWarmasterDefault_1,2735,0
ItemID.HeroItem.Firemage_DD_Head,2736,0
ItemID.HeroItem.Firemage_DD_Legs,2737,0
ItemID.HeroItem.Firemage_DD_Neck,2738,0
ItemID.HeroItem.Firemage_DD_Ring,2739,0
ItemID.HeroItem.Firemage_DD_Shoulders,2740,0
ItemID.HeroItem.Firemage_DD_Wrists,2741,0
ItemID.HeroItem.Firemage_DR_Chest,2742,0
ItemID.HeroItem.Firemage_DR_Feet,2743,0
ItemID.HeroItem.Firemage_DR_Hands,2744,0
ItemID.HeroItem.Firemage_DR_Head,2745,0
ItemID.HeroItem.Firemage_DR_Legs,2746,0
ItemID.HeroItem.Firemage_DR_Necklace,2747,0
ItemID.HeroItem.Firemage_DR_Ring,2748,0
ItemID.HeroItem.Firemage_DR_Shoulders,2749,0
ItemID.HeroItem.Firemage_DR_Wrists,2750,0
ItemID.HeroItem.Firemage_EM_Chest,2751,0
ItemID.HeroItem.Firemage_EM_Feet,2752,0
ItemID.HeroItem.Firemage_EM_Legs,2753,0
ItemID.HeroItem.Firemage_EM_Neck,2754,0
ItemID.HeroItem.Firemage_EM_Ring,2755,0
ItemID.HeroItem.Firemage_EM_Wrists,2756,0
ItemID.HeroItem.Firemage_FK_Back,2757,0
ItemID.HeroItem.Firemage_FK_Chest,2758,0
ItemID.HeroItem.Firemage_FK_Feet,2759,0
ItemID.HeroItem.Firemage_FK_Hands,2760,0
ItemID.HeroItem.Firemage_FK_Head,2761,0
ItemID.HeroItem.Firemage_FK_Legs,2762,0
ItemID.HeroItem.Firemage_FK_Necklace,2763,0
ItemID.HeroItem.Firemage_FK_Ring,2764,0
ItemID.HeroItem.Firemage_FK_Shoulders,2765,0
ItemID.HeroItem.Firemage_IC_Back,2766,0
ItemID.HeroItem.Firemage_IC_Chest,2767,0
ItemID.HeroItem.Firemage_IC_Feet,2768,0
ItemID.HeroItem.Firemage_IC_Hands,2769,0
ItemID.HeroItem.Firemage_IC_Head,2770,0
ItemID.HeroItem.Firemage_IC_Ring,2771,0
ItemID.HeroItem.Firemage_Legendary_Back,2772,0
ItemID.HeroItem.Firemage_Legendary_Chest,2773,0
ItemID.HeroItem.Firemage_Legendary_Feet,2774,0
ItemID.HeroItem.Firemage_Legendary_Hands,2775,0
ItemID.HeroItem.Firemage_Legendary_Helm,2776,0
ItemID.HeroItem.Firemage_Legendary_Legs,2777,0
ItemID.HeroItem.Firemage_Legendary_Necklace,2778,0
ItemID.HeroItem.Firemage_Legendary_Ring,2779,0
ItemID.HeroItem.Firemage_Legendary_Shoulders,2780,0
ItemID.HeroItem.Firemage_Legendary_Wrists,2781,0
ItemID.HeroItem.Firemage_MF_Hands,2782,0
ItemID.HeroItem.Firemage_MF_Head,2783,0
ItemID.HeroItem.Firemage_MF_Legs,2784,0
ItemID.HeroItem.Firemage_MF_Neck,2785,0
ItemID.HeroItem.Firemage_MF_Ring,2786,0
ItemID.HeroItem.Firemage_MF_Wrists,2787,0
ItemID.HeroItem.Firemage_MISC_L1_Back,2788,0
ItemID.HeroItem.Firemage_MISC_L1_Chest,2789,0
ItemID.HeroItem.Firemage_MISC_L1_Feet,2790,0
ItemID.HeroItem.Firemage_MISC_L1_Hands,2791,0
ItemID.HeroItem.Firemage_MISC_L1_Helm,2792,0
ItemID.HeroItem.Firemage_MISC_L1_Legs,2793,0
ItemID.HeroItem.Firemage_MISC_L1_Shoulders,2794,0
ItemID.HeroItem.Firemage_MISC_L1_Wrists,2795,0
ItemID.HeroItem.Firemage_MISC_L2_Back,2796,0
ItemID.HeroItem.Firemage_MISC_L2_Chest,2797,0
ItemID.HeroItem.Firemage_MISC_L2_Feet,2798,0
ItemID.HeroItem.Firemage_MISC_L2_Hands,2799,0
ItemID.HeroItem.Firemage_MISC_L2_Helm,2800,0
ItemID.HeroItem.Firemage_MISC_L2_Legs,2801,0
ItemID.HeroItem.Firemage_MISC_L2_Shoulders,2802,0
ItemID.HeroItem.Firemage_MISC_L2_Wrists,2803,0
ItemID.HeroItem.Firemage_MISC_Starter_Back,2804,0
ItemID.HeroItem.Firemage_MISC_Starter_Chest,2805,0
ItemID.HeroItem.Firemage_MISC_Starter_Feet,2806,0
ItemID.HeroItem.Firemage_MISC_Starter_Hands,2807,0
ItemID.HeroItem.Firemage_MISC_Starter_Helm,2808,0
ItemID.HeroItem.Firemage_MISC_Starter_Legs,2809,0
ItemID.HeroItem.Firemage_MISC_Starter_Shoulders,2810,0
ItemID.HeroItem.Firemage_MISC_Starter_Wrists,2811,0
ItemID.HeroItem.Firemage_NP_Back,2812,0
ItemID.HeroItem.Firemage_NP_Feet,2813,0
ItemID.HeroItem.Firemage_NP_Head,2814,0
ItemID.HeroItem.Firemage_NP_Legs,2815,0
ItemID.HeroItem.Firemage_NP_Ring,2816,0
ItemID.HeroItem.Firemage_NP_Shoulders,2817,0
ItemID.HeroItem.Firemage_PR_Back,2818,0
ItemID.HeroItem.Firemage_PR_Chest,2819,0
ItemID.HeroItem.Firemage_PR_Feet,2820,0
ItemID.HeroItem.Firemage_PR_Hands,2821,0
ItemID.HeroItem.Firemage_PR_Head,2822,0
ItemID.HeroItem.Firemage_PR_Legs,2823,0
ItemID.HeroItem.Firemage_PR_Necklace,2824,0
ItemID.HeroItem.Firemage_PR_Ring,2825,0
ItemID.HeroItem.Firemage_PR_Shoulders,2826,0
ItemID.HeroItem.Firemage_SetA_Chest,2827,0
ItemID.HeroItem.Firemage_SetA_Hands,2828,0
ItemID.HeroItem.Firemage_SetA_Head,2829,0
ItemID.HeroItem.Firemage_SetA_Leg,2830,0
ItemID.HeroItem.Firemage_SetA_Necklace,2831,0
ItemID.HeroItem.Firemage_SetA_Ring,2832,0
ItemID.HeroItem.Firemage_SetA_Shoulders,2833,0
ItemID.HeroItem.Firemage_SetA_Wrists,2834,0
ItemID.HeroItem.Firemage_SetB_Chest,2835,0
ItemID.HeroItem.Firemage_SetB_Hands,2836,0
ItemID.HeroItem.Firemage_SetB_Head,2837,0
ItemID.HeroItem.Firemage_SetB_Legs,2838,0
ItemID.HeroItem.Firemage_SetB_Necklace,2839,0
ItemID.HeroItem.Firemage_SetB_Ring,2840,0
ItemID.HeroItem.Firemage_SetB_Shoulders,2841,0
ItemID.HeroItem.Firemage_SetB_Wrists,2842,0
ItemID.HeroItem.Firemage_SetC_Chest,2843,0
ItemID.HeroItem.Firemage_SetC_Hands,2844,0
ItemID.HeroItem.Firemage_SetC_Head,2845,0
ItemID.HeroItem.Firemage_SetC_Legs,2846,0
ItemID.HeroItem.Firemage_SetC_Necklace,2847,0
ItemID.HeroItem.Firemage_SetC_Ring,2848,0
ItemID.HeroItem.Firemage_SetC_Shoulders,2849,0
ItemID.HeroItem.Firemage_SetC_Wrists,2850,0
ItemID.HeroItem.Firemage_SetD_Chest,2851,0
ItemID.HeroItem.Firemage_SetD_Hands,2852,0
ItemID.HeroItem.Firemage_SetD_Head,2853,0
ItemID.HeroItem.Firemage_SetD_Legs,2854,0
ItemID.HeroItem.Firemage_SetD_Necklace,2855,0
ItemID.HeroItem.Firemage_SetD_Ring,2856,0
ItemID.HeroItem.Firemage_SetD_Shoulders,2857,0
ItemID.HeroItem.Firemage_SetD_Wrists,2858,0
ItemID.HeroItem.Firemage_SF_Chest,2859,0
ItemID.HeroItem.Firemage_SF_Feet,2860,0
ItemID.HeroItem.Firemage_SF_Hands,2861,0
ItemID.HeroItem.Firemage_SF_Ring,2862,0
ItemID.HeroItem.Firemage_SF_Shoulders,2863,0
ItemID.HeroItem.Firemage_SF_Wrists,2864,0
ItemID.HeroItem.Firemage_SG_Back,2865,0
ItemID.HeroItem.Firemage_SG_Chest,2866,0
ItemID.HeroItem.Firemage_SG_Hands,2867,0
ItemID.HeroItem.Firemage_SG_Neck,2868,0
ItemID.HeroItem.Firemage_SG_Ring,2869,0
ItemID.HeroItem.Firemage_SG_Shoulders,2870,0
ItemID.HeroItem.Firemage_UM_Back,2871,0
ItemID.HeroItem.Firemage_UM_Feet,2872,0
ItemID.HeroItem.Firemage_UM_Head,2873,0
ItemID.HeroItem.Firemage_UM_Legs,2874,0
ItemID.HeroItem.Firemage_UM_Neck,2875,0
ItemID.HeroItem.Firemage_UM_Ring,2876,0
ItemID.HeroItem.Firemage_VVA_Chest,2877,0
ItemID.HeroItem.Firemage_VVA_Feet,2878,0
ItemID.HeroItem.Firemage_VVA_Hands,2879,0
ItemID.HeroItem.Firemage_VVA_Head,2880,0
ItemID.HeroItem.Firemage_VVA_Legs,2881,0
ItemID.HeroItem.Firemage_VVA_Necklace,2882,0
ItemID.HeroItem.Firemage_VVA_Ring,2883,0
ItemID.HeroItem.Firemage_VVA_Shoulders,2884,0
ItemID.HeroItem.Firemage_VVA_Wrists,2885,0
ItemID.HeroItem.Firemage_Weapon_1,2886,0
ItemID.HeroItem.Firemage_Weapon_1.1,2887,0
ItemID.HeroItem.Firemage_Weapon_1.2,2888,0
ItemID.HeroItem.Firemage_Weapon_1.3,2889,0
ItemID.HeroItem.Firemage_Weapon_1.4,2890,0
ItemID.HeroItem.Firemage_Weapon_1.5,2891,0
ItemID.HeroItem.Firemage_Weapon_2,2892,0
ItemID.HeroItem.Firemage_Weapon_2.1,2893,0
ItemID.HeroItem.Firemage_Weapon_2.2,2894,0
ItemID.HeroItem.Firemage_Weapon_2.3,2895,0
ItemID.HeroItem.Firemage_Weapon_2.4,2896,0
ItemID.HeroItem.Firemage_Weapon_2.5,2897,0
ItemID.HeroItem.Firemage_Weapon_3,2898,0
ItemID.HeroItem.Firemage_Weapon_3.1,2899,0
ItemID.HeroItem.Firemage_Weapon_3.2,2900,0
ItemID.HeroItem.Firemage_Weapon_3.3,2901,0
ItemID.HeroItem.Firemage_Weapon_3.4,2902,0
ItemID.HeroItem.Firemage_Weapon_3.5,2903,0
ItemID.HeroItem.Firemage_Weapon_4,2904,0
ItemID.HeroItem.Firemage_Weapon_4.1,2905,0
ItemID.HeroItem.Firemage_Weapon_4.2,2906,0
ItemID.HeroItem.Firemage_Weapon_4.3,2907,0
ItemID.HeroItem.Firemage_Weapon_4.4,2908,0
ItemID.HeroItem.Firemage_Weapon_4.5,2909,0
ItemID.HeroItem.General_MISC_L1_Accessory_Necklace,2910,0
ItemID.HeroItem.General_MISC_L1_Accessory_Ring_1,2911,0
ItemID.HeroItem.General_MISC_L1_Accessory_Ring_2,2912,0
ItemID.HeroItem.General_MISC_L1_Agility_Relic_1,2913,0
ItemID.HeroItem.General_MISC_L1_Agility_Relic_2,2914,0
ItemID.HeroItem.General_MISC_L1_Agility_Weapon,2915,0
ItemID.HeroItem.General_MISC_L1_Intellect_Relic_1,2916,0
ItemID.HeroItem.General_MISC_L1_Intellect_Relic_2,2917,0
ItemID.HeroItem.General_MISC_L1_Intellect_Weapon,2918,0
ItemID.HeroItem.General_MISC_L1_Strength_Relic_1,2919,0
ItemID.HeroItem.General_MISC_L1_Strength_Relic_2,2920,0
ItemID.HeroItem.General_MISC_L1_Strength_Weapon,2921,0
ItemID.HeroItem.General_MISC_L2_Accessory_Necklace,2922,0
ItemID.HeroItem.General_MISC_L2_Accessory_Ring_1,2923,0
ItemID.HeroItem.General_MISC_L2_Accessory_Ring_2,2924,0
ItemID.HeroItem.General_MISC_L2_Agility_Relic_1,2925,0
ItemID.HeroItem.General_MISC_L2_Agility_Relic_2,2926,0
ItemID.HeroItem.General_MISC_L2_Agility_Weapon,2927,0
ItemID.HeroItem.General_MISC_L2_Intellect_Relic_1,2928,0
ItemID.HeroItem.General_MISC_L2_Intellect_Relic_2,2929,0
ItemID.HeroItem.General_MISC_L2_Intellect_Weapon,2930,0
ItemID.HeroItem.General_MISC_L2_Strength_Relic_1,2931,0
ItemID.HeroItem.General_MISC_L2_Strength_Relic_2,2932,0
ItemID.HeroItem.General_MISC_L2_Strength_Weapon,2933,0
ItemID.HeroItem.General_MISC_Starter_Accessory_Necklace,2934,0
ItemID.HeroItem.General_MISC_Starter_Accessory_Ring_1,2935,0
ItemID.HeroItem.General_MISC_Starter_Accessory_Ring_2,2936,0
ItemID.HeroItem.General_MISC_Starter_Agility_Relic_1,2937,0
ItemID.HeroItem.General_MISC_Starter_Agility_Relic_2,2938,0
ItemID.HeroItem.General_MISC_Starter_Agility_Weapon,2939,0
ItemID.HeroItem.General_MISC_Starter_Intellect_Relic_1,2940,0
ItemID.HeroItem.General_MISC_Starter_Intellect_Relic_2,2941,0
ItemID.HeroItem.General_MISC_Starter_Intellect_Weapon,2942,0
ItemID.HeroItem.General_MISC_Starter_Strength_Relic_1,2943,0
ItemID.HeroItem.General_MISC_Starter_Strength_Relic_2,2944,0
ItemID.HeroItem.General_MISC_Starter_Strength_Weapon,2945,0
ItemID.HeroItem.Gunde_DD_Back,2946,0
ItemID.HeroItem.Gunde_DD_Feet,2947,0
ItemID.HeroItem.Gunde_DD_Hands,2948,0
ItemID.HeroItem.Gunde_DD_Head,2949,0
ItemID.HeroItem.Gunde_DD_Legs,2950,0
ItemID.HeroItem.Gunde_DD_Ring,2951,0
ItemID.HeroItem.Gunde_EM_Back,2952,0
ItemID.HeroItem.Gunde_EM_Hands,2953,0
ItemID.HeroItem.Gunde_EM_Head,2954,0
ItemID.HeroItem.Gunde_EM_Legs,2955,0
ItemID.HeroItem.Gunde_EM_Neck,2956,0
ItemID.HeroItem.Gunde_EM_Ring,2957,0
ItemID.HeroItem.Gunde_FK_Chest,2958,0
ItemID.HeroItem.Gunde_FK_Feet,2959,0
ItemID.HeroItem.Gunde_FK_Hands,2960,0
ItemID.HeroItem.Gunde_FK_Head,2961,0
ItemID.HeroItem.Gunde_FK_Legs,2962,0
ItemID.HeroItem.Gunde_FK_Necklace,2963,0
ItemID.HeroItem.Gunde_FK_Ring,2964,0
ItemID.HeroItem.Gunde_FK_Shoulders,2965,0
ItemID.HeroItem.Gunde_FK_Wrists,2966,0
ItemID.HeroItem.Gunde_IC_Feet,2967,0
ItemID.HeroItem.Gunde_IC_Legs,2968,0
ItemID.HeroItem.Gunde_IC_Neck,2969,0
ItemID.HeroItem.Gunde_IC_Ring,2970,0
ItemID.HeroItem.Gunde_IC_Shoulders,2971,0
ItemID.HeroItem.Gunde_IC_Wrists,2972,0
ItemID.HeroItem.Gunde_MISC_L1_Back,2973,0
ItemID.HeroItem.Gunde_MISC_L1_Chest,2974,0
ItemID.HeroItem.Gunde_MISC_L1_Feet,2975,0
ItemID.HeroItem.Gunde_MISC_L1_Hands,2976,0
ItemID.HeroItem.Gunde_MISC_L1_Helm,2977,0
ItemID.HeroItem.Gunde_MISC_L1_Legs,2978,0
ItemID.HeroItem.Gunde_MISC_L1_Shoulders,2979,0
ItemID.HeroItem.Gunde_MISC_L1_Wrists,2980,0
ItemID.HeroItem.Gunde_MISC_L2_Back,2981,0
ItemID.HeroItem.Gunde_MISC_L2_Chest,2982,0
ItemID.HeroItem.Gunde_MISC_L2_Feet,2983,0
ItemID.HeroItem.Gunde_MISC_L2_Hands,2984,0
ItemID.HeroItem.Gunde_MISC_L2_Helm,2985,0
ItemID.HeroItem.Gunde_MISC_L2_Legs,2986,0
ItemID.HeroItem.Gunde_MISC_L2_Shoulders,2987,0
ItemID.HeroItem.Gunde_MISC_L2_Wrists,2988,0
ItemID.HeroItem.Gunde_MISC_Starter_Back,2989,0
ItemID.HeroItem.Gunde_MISC_Starter_Chest,2990,0
ItemID.HeroItem.Gunde_MISC_Starter_Feet,2991,0
ItemID.HeroItem.Gunde_MISC_Starter_Hands,2992,0
ItemID.HeroItem.Gunde_MISC_Starter_Helm,2993,0
ItemID.HeroItem.Gunde_MISC_Starter_Legs,2994,0
ItemID.HeroItem.Gunde_MISC_Starter_Shoulders,2995,0
ItemID.HeroItem.Gunde_MISC_Starter_Wrists,2996,0
ItemID.HeroItem.Gunde_NP_Chest,2997,0
ItemID.HeroItem.Gunde_NP_Hands,2998,0
ItemID.HeroItem.Gunde_NP_Neck,2999,0
ItemID.HeroItem.Gunde_NP_Ring,3000,0
ItemID.HeroItem.Gunde_NP_Shoulders,3001,0
ItemID.HeroItem.Gunde_NP_Wrists,3002,0
ItemID.HeroItem.Gunde_PR_Chest,3003,0
ItemID.HeroItem.Gunde_PR_Feet,3004,0
ItemID.HeroItem.Gunde_PR_Hands,3005,0
ItemID.HeroItem.Gunde_PR_Head,3006,0
ItemID.HeroItem.Gunde_PR_Legs,3007,0
ItemID.HeroItem.Gunde_PR_Necklace,3008,0
ItemID.HeroItem.Gunde_PR_Ring,3009,0
ItemID.HeroItem.Gunde_PR_Shoulders,3010,0
ItemID.HeroItem.Gunde_PR_Wrists,3011,0
ItemID.HeroItem.Gunde_SG_Chest,3012,0
ItemID.HeroItem.Gunde_SG_Feet,3013,0
ItemID.HeroItem.Gunde_SG_Hands,3014,0
ItemID.HeroItem.Gunde_SG_Head,3015,0
ItemID.HeroItem.Gunde_SG_Ring,3016,0
ItemID.HeroItem.Gunde_SG_Wrists,3017,0
ItemID.HeroItem.Gunde_UM_Back,3018,0
ItemID.HeroItem.Gunde_UM_Chest,3019,0
ItemID.HeroItem.Gunde_UM_Feet,3020,0
ItemID.HeroItem.Gunde_UM_Legs,3021,0
ItemID.HeroItem.Gunde_UM_Ring,3022,0
ItemID.HeroItem.Gunde_UM_Shoulders,3023,0
ItemID.HeroItem.Gunde_VVA_Back,3024,0
ItemID.HeroItem.Gunde_VVA_Chest,3025,0
ItemID.HeroItem.Gunde_VVA_Feet,3026,0
ItemID.HeroItem.Gunde_VVA_Hands,3027,0
ItemID.HeroItem.Gunde_VVA_Head,3028,0
ItemID.HeroItem.Gunde_VVA_Legs,3029,0
ItemID.HeroItem.Gunde_VVA_Necklace,3030,0
ItemID.HeroItem.Gunde_VVA_Ring,3031,0
ItemID.HeroItem.Gunde_VVA_Shoulders,3032,0
ItemID.HeroItem.HandsFiremageDefault_1,3033,0
ItemID.HeroItem.HandsInkDefault_1,3034,0
ItemID.HeroItem.HandsMosseDefault_1,3035,0
ItemID.HeroItem.HandsVigorDefault_1,3036,0
ItemID.HeroItem.HandsWarmasterDefault_1,3037,0
ItemID.HeroItem.HeadFiremageDefault_1,3038,0
ItemID.HeroItem.HeadMosseDefault,3039,0
ItemID.HeroItem.HeadVigorDefault_1,3040,0
ItemID.HeroItem.Ink_DD_Chest,3041,0
ItemID.HeroItem.Ink_DD_Hands,3042,0
ItemID.HeroItem.Ink_DD_Head,3043,0
ItemID.HeroItem.Ink_DD_Neck,3044,0
ItemID.HeroItem.Ink_DD_Ring,3045,0
ItemID.HeroItem.Ink_DD_Wrists,3046,0
ItemID.HeroItem.Ink_DR_Chest,3047,0
ItemID.HeroItem.Ink_DR_Feet,3048,0
ItemID.HeroItem.Ink_DR_Hands,3049,0
ItemID.HeroItem.Ink_DR_Head,3050,0
ItemID.HeroItem.Ink_DR_Legs,3051,0
ItemID.HeroItem.Ink_DR_Necklace,3052,0
ItemID.HeroItem.Ink_DR_Ring,3053,0
ItemID.HeroItem.Ink_DR_Shoulders,3054,0
ItemID.HeroItem.Ink_DR_Wrists,3055,0
ItemID.HeroItem.Ink_EM_Back,3056,0
ItemID.HeroItem.Ink_EM_Feet,3057,0
ItemID.HeroItem.Ink_EM_Head,3058,0
ItemID.HeroItem.Ink_EM_Legs,3059,0
ItemID.HeroItem.Ink_EM_Ring,3060,0
ItemID.HeroItem.Ink_EM_Shoulders,3061,0
ItemID.HeroItem.Ink_FK_Chest,3062,0
ItemID.HeroItem.Ink_FK_Feet,3063,0
ItemID.HeroItem.Ink_FK_Hands,3064,0
ItemID.HeroItem.Ink_FK_Head,3065,0
ItemID.HeroItem.Ink_FK_Legs,3066,0
ItemID.HeroItem.Ink_FK_Necklace,3067,0
ItemID.HeroItem.Ink_FK_Ring,3068,0
ItemID.HeroItem.Ink_FK_Shoulders,3069,0
ItemID.HeroItem.Ink_FK_Wrists,3070,0
ItemID.HeroItem.Ink_IC_Back,3071,0
ItemID.HeroItem.Ink_IC_Feet,3072,0
ItemID.HeroItem.Ink_IC_Hands,3073,0
ItemID.HeroItem.Ink_IC_Legs,3074,0
ItemID.HeroItem.Ink_IC_Ring,3075,0
ItemID.HeroItem.Ink_IC_Shoulders,3076,0
ItemID.HeroItem.Ink_Legendary_Back,3077,0
ItemID.HeroItem.Ink_Legendary_Chest,3078,0
ItemID.HeroItem.Ink_Legendary_Feet,3079,0
ItemID.HeroItem.Ink_Legendary_Hands,3080,0
ItemID.HeroItem.Ink_Legendary_Helm,3081,0
ItemID.HeroItem.Ink_Legendary_Legs,3082,0
ItemID.HeroItem.Ink_Legendary_Necklace,3083,0
ItemID.HeroItem.Ink_Legendary_Ring,3084,0
ItemID.HeroItem.Ink_Legendary_Shoulders,3085,0
ItemID.HeroItem.Ink_Legendary_Wrists,3086,0
ItemID.HeroItem.Ink_MF_Back,3087,0
ItemID.HeroItem.Ink_MF_Chest,3088,0
ItemID.HeroItem.Ink_MF_Hands,3089,0
ItemID.HeroItem.Ink_MF_Head,3090,0
ItemID.HeroItem.Ink_MF_Legs,3091,0
ItemID.HeroItem.Ink_MF_Ring,3092,0
ItemID.HeroItem.Ink_MISC_L1_Back,3093,0
ItemID.HeroItem.Ink_MISC_L1_Chest,3094,0
ItemID.HeroItem.Ink_MISC_L1_Feet,3095,0
ItemID.HeroItem.Ink_MISC_L1_Hands,3096,0
ItemID.HeroItem.Ink_MISC_L1_Helm,3097,0
ItemID.HeroItem.Ink_MISC_L1_Legs,3098,0
ItemID.HeroItem.Ink_MISC_L1_Shoulders,3099,0
ItemID.HeroItem.Ink_MISC_L1_Wrists,3100,0
ItemID.HeroItem.Ink_MISC_L2_Back,3101,0
ItemID.HeroItem.Ink_MISC_L2_Chest,3102,0
ItemID.HeroItem.Ink_MISC_L2_Feet,3103,0
ItemID.HeroItem.Ink_MISC_L2_Hands,3104,0
ItemID.HeroItem.Ink_MISC_L2_Helm,3105,0
ItemID.HeroItem.Ink_MISC_L2_Legs,3106,0
ItemID.HeroItem.Ink_MISC_L2_Shoulders,3107,0
ItemID.HeroItem.Ink_MISC_L2_Wrists,3108,0
ItemID.HeroItem.Ink_MISC_Starter_Back,3109,0
ItemID.HeroItem.Ink_MISC_Starter_Chest,3110,0
ItemID.HeroItem.Ink_MISC_Starter_Feet,3111,0
ItemID.HeroItem.Ink_MISC_Starter_Hands,3112,0
ItemID.HeroItem.Ink_MISC_Starter_Helm,3113,0
ItemID.HeroItem.Ink_MISC_Starter_Legs,3114,0
ItemID.HeroItem.Ink_MISC_Starter_Shoulders,3115,0
ItemID.HeroItem.Ink_MISC_Starter_Wrists,3116,0
ItemID.HeroItem.Ink_NP_Chest,3117,0
ItemID.HeroItem.Ink_NP_Feet,3118,0
ItemID.HeroItem.Ink_NP_Neck,3119,0
ItemID.HeroItem.Ink_NP_Ring,3120,0
ItemID.HeroItem.Ink_NP_Shoulders,3121,0
ItemID.HeroItem.Ink_NP_Wrists,3122,0
ItemID.HeroItem.Ink_PR_Back,3123,0
ItemID.HeroItem.Ink_PR_Chest,3124,0
ItemID.HeroItem.Ink_PR_Feet,3125,0
ItemID.HeroItem.Ink_PR_Hands,3126,0
ItemID.HeroItem.Ink_PR_Head,3127,0
ItemID.HeroItem.Ink_PR_Legs,3128,0
ItemID.HeroItem.Ink_PR_Necklace,3129,0
ItemID.HeroItem.Ink_PR_Ring,3130,0
ItemID.HeroItem.Ink_PR_Shoulders,3131,0
ItemID.HeroItem.Ink_SetA_Chest,3132,0
ItemID.HeroItem.Ink_SetA_Hands,3133,0
ItemID.HeroItem.Ink_SetA_Head,3134,0
ItemID.HeroItem.Ink_SetA_Legs,3135,0
ItemID.HeroItem.Ink_SetA_Necklace,3136,0
ItemID.HeroItem.Ink_SetA_Ring,3137,0
ItemID.HeroItem.Ink_SetA_Shoulders,3138,0
ItemID.HeroItem.Ink_SetA_Wrists,3139,0
ItemID.HeroItem.Ink_SetB_Chest,3140,0
ItemID.HeroItem.Ink_SetB_Hands,3141,0
ItemID.HeroItem.Ink_SetB_Head,3142,0
ItemID.HeroItem.Ink_SetB_Legs,3143,0
ItemID.HeroItem.Ink_SetB_Necklace,3144,0
ItemID.HeroItem.Ink_SetB_Ring,3145,0
ItemID.HeroItem.Ink_SetB_Shoulders,3146,0
ItemID.HeroItem.Ink_SetB_Wrists,3147,0
ItemID.HeroItem.Ink_SetC_Chest,3148,0
ItemID.HeroItem.Ink_SetC_Hands,3149,0
ItemID.HeroItem.Ink_SetC_Head,3150,0
ItemID.HeroItem.Ink_SetC_Legs,3151,0
ItemID.HeroItem.Ink_SetC_Necklace,3152,0
ItemID.HeroItem.Ink_SetC_Ring,3153,0
ItemID.HeroItem.Ink_SetC_Shoulders,3154,0
ItemID.HeroItem.Ink_SetC_Wrists,3155,0
ItemID.HeroItem.Ink_SetD_Chest,3156,0
ItemID.HeroItem.Ink_SetD_Hands,3157,0
ItemID.HeroItem.Ink_SetD_Head,3158,0
ItemID.HeroItem.Ink_SetD_Legs,3159,0
ItemID.HeroItem.Ink_SetD_Necklace,3160,0
ItemID.HeroItem.Ink_SetD_Ring,3161,0
ItemID.HeroItem.Ink_SetD_Shoulders,3162,0
ItemID.HeroItem.Ink_SetD_Wrists,3163,0
ItemID.HeroItem.Ink_SF_Hands,3164,0
ItemID.HeroItem.Ink_SF_Legs,3165,0
ItemID.HeroItem.Ink_SF_Neck,3166,0
ItemID.HeroItem.Ink_SF_Ring,3167,0
ItemID.HeroItem.Ink_SF_Shoulders,3168,0
ItemID.HeroItem.Ink_SF_Wrists,3169,0
ItemID.HeroItem.Ink_SG_Feet,3170,0
ItemID.HeroItem.Ink_SG_Head,3171,0
ItemID.HeroItem.Ink_SG_Neck,3172,0
ItemID.HeroItem.Ink_SG_Ring,3173,0
ItemID.HeroItem.Ink_SG_Shoulders,3174,0
ItemID.HeroItem.Ink_SG_Wrists,3175,0
ItemID.HeroItem.Ink_UM_Back,3176,0
ItemID.HeroItem.Ink_UM_Chest,3177,0
